[ 2012-05-16T15:37:16+08:00 ] /myfcms/admin/index.php?m=Collect&a=main | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002881s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008596s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003260s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008835s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002867s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.013568s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.001038s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009702s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003318s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009276s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003625s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008799s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003285s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008275s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002938s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008813s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002765s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_sys` [ RunTime:0.008138s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_sys` WHERE id<3  [ RunTime:0.003290s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008473s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT `id`,`topid`,`sortrank`,`typename`,`typedir`,`arcnamerule`,`listnamerule`,`classname`,`methodname`,`keywords`,`seotitle`,`description`,`typepro` FROM `myf_arctype` ORDER BY sortrank asc  [ RunTime:0.004550s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --START--
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run LocationTemplate Behavior [ RunTime:0.007567s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --END-- [ RunTime:0.007812s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ParseTemplate Behavior [ RunTime:0.072117s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --END-- [ RunTime:0.072398s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ContentReplace Behavior [ RunTime:0.004516s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run TokenBuild Behavior [ RunTime:0.004720s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003207s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowRuntime Behavior [ RunTime:0.003999s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --END-- [ RunTime:0.017098s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 120 行.
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 121 行.
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 122 行.
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --START--
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowPageTrace Behavior [ RunTime:0.005621s ]
[ 2012-05-16T15:38:52+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --END-- [ RunTime:0.005891s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001962s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002298s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.009288s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | SQL: SELECT * FROM `myf_archives` WHERE ( `id` = '61' ) LIMIT 1   [ RunTime:0.002928s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008495s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | SQL: SELECT `id`,`topid`,`sortrank`,`typename`,`typedir`,`arcnamerule`,`listnamerule`,`classname`,`methodname`,`keywords`,`seotitle`,`description`,`typepro` FROM `myf_arctype` ORDER BY sortrank asc  [ RunTime:0.003741s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_template ] --START--
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run LocationTemplate Behavior [ RunTime:0.005242s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_template ] --END-- [ RunTime:0.005491s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run ParseTemplate Behavior [ RunTime:0.068372s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.068662s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run ContentReplace Behavior [ RunTime:0.001523s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run TokenBuild Behavior [ RunTime:0.002200s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001075s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run ShowRuntime Behavior [ RunTime:0.001667s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007153s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 120 行.
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 121 行.
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 122 行.
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_end ] --START--
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002661s ]
[ 2012-05-16T15:38:59+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=61 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002913s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002384s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002737s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [8] Undefined index:  p ArchivesAction.class.php 第 13 行.
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [8] Undefined index:  keyword ArchivesAction.class.php 第 19 行.
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [8] Undefined index:  typeid ArchivesAction.class.php 第 24 行.
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.014368s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT COUNT(*) AS tp_count FROM `myf_archives` WHERE 1=1 LIMIT 1   [ RunTime:0.000708s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.017376s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT `id`,`typeid`,`typename`,`flag`,`click`,`title`,`color`,`writer`,`source`,`litpic`,`keywords`,`description`,`sendtime`,`goodpost`,`badpost`,`adminid`,`adminname` FROM `myf_archives` WHERE 1=1 ORDER BY id desc LIMIT 0,20   [ RunTime:0.002480s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008939s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003423s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009980s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002990s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009390s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003570s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008746s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002949s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008865s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003190s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008849s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002843s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008771s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.004293s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008737s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002959s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008828s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.004330s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009962s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.001876s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008759s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002995s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008658s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003063s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008475s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002886s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008254s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003890s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008475s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002949s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008390s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003190s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.012773s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.001306s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.010688s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.001393s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008983s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003020s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008784s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002994s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_sys` [ RunTime:0.008181s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_sys` WHERE id<3  [ RunTime:0.003351s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008272s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT `id`,`topid`,`sortrank`,`typename`,`typedir`,`arcnamerule`,`listnamerule`,`classname`,`methodname`,`keywords`,`seotitle`,`description`,`typepro` FROM `myf_arctype` ORDER BY sortrank asc  [ RunTime:0.002955s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --START--
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run LocationTemplate Behavior [ RunTime:0.001431s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --END-- [ RunTime:0.001648s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ParseTemplate Behavior [ RunTime:0.057908s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --END-- [ RunTime:0.058187s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ContentReplace Behavior [ RunTime:0.001896s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run TokenBuild Behavior [ RunTime:0.002173s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000879s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowRuntime Behavior [ RunTime:0.001721s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007278s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 120 行.
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 121 行.
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 122 行.
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --START--
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowPageTrace Behavior [ RunTime:0.002859s ]
[ 2012-05-16T15:39:13+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --END-- [ RunTime:0.003148s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004618s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ app_begin ] --END-- [ RunTime:0.005005s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.009559s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | SQL: DELETE FROM `myf_archives` WHERE ( `id` IN ('78','77','76','75','74','73','72','71','70','69','68','67','66','65','64','63','62','61','60','59') ) [ RunTime:0.027572s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ view_template ] --START--
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Run LocationTemplate Behavior [ RunTime:0.005919s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ view_template ] --END-- [ RunTime:0.006173s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Run ParseTemplate Behavior [ RunTime:0.045829s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ view_parse ] --END-- [ RunTime:0.046120s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Run ContentReplace Behavior [ RunTime:0.003531s ]
[ 2012-05-16T15:39:21+08:00 ] /myfcms/admin/index.php?m=Archives&a=delete | INFO: Run TokenBuild Behavior [ RunTime:0.003683s ]
